iter	Logloss
546	0.4830756141
547	0.4828691874
548	0.4827212877
549	0.4825054251
550	0.4823359958
551	0.4819987198
552	0.4818368453
553	0.4815772667
554	0.4813975056
555	0.481286215
556	0.4810076152
557	0.4808044434
558	0.4805834149
559	0.4803257175
560	0.4800148981
561	0.4798327183
562	0.4796420282
563	0.4794306746
564	0.4792684118
565	0.4791562553
566	0.4789108306
567	0.4787546893
568	0.4784618758
569	0.478153714
570	0.4779847923
571	0.4774448223
572	0.477303044
573	0.4770379412
574	0.4768731701
575	0.4766277455
576	0.4763436812
577	0.4762436182
578	0.4759309474
579	0.4756986913
580	0.4755360105
581	0.4753456788
582	0.4750121951
583	0.4747719662
584	0.4744586086
585	0.4741048496
586	0.4738759379
587	0.4736186586
588	0.4734317608
589	0.4732562996
590	0.4729896142
591	0.4727340668
592	0.4725543058
593	0.4723420563
594	0.4721682674
595	0.4719101221
596	0.4716609947
597	0.4714370996
598	0.4711487653
599	0.4708945914
600	0.470552269
601	0.4703477236
602	0.47022637
603	0.4701068378
604	0.4699302121
605	0.4697211876
606	0.4694539945
607	0.4690904711
608	0.4688408062
609	0.4685844526
610	0.4682345456
611	0.4680383014
612	0.4677376047
613	0.4674814004
614	0.4673476844
615	0.467109725
616	0.4668562081
617	0.4667134444
618	0.466522814
619	0.4663248379
620	0.4660670211
621	0.4657130829
622	0.4655547319
623	0.4653449908
624	0.4649779139
625	0.4648677878
626	0.4645584017
627	0.4642148848
628	0.4639717893
629	0.4638220382
630	0.4636443674
631	0.4633794736
632	0.4631664478
633	0.4629052567
634	0.4626294937
635	0.4622580571
636	0.4621127552
637	0.4618399484
638	0.4615116903
639	0.4614141057
640	0.4612322246
641	0.4610897296
642	0.4609663155
643	0.4607521848
644	0.4606196932
645	0.4605262592
646	0.4602904796
647	0.460122185
648	0.4596734392
649	0.4595428885
650	0.4592545242
651	0.459029584
652	0.4587769032
653	0.4585542623
654	0.4583452378
655	0.4581286884
656	0.4580164721
657	0.4576753142
658	0.4574390867
659	0.4572596242
660	0.4570440304
661	0.4568768705
662	0.4567003941
663	0.4565513297
664	0.4561912999
665	0.4559738249
666	0.4556948966
667	0.455309545
668	0.4549757329
669	0.4547383109
670	0.4545704941
671	0.4543209188
672	0.453875398
673	0.453546483
674	0.4533860417
675	0.4532076543
676	0.4530596649
677	0.4528111646
678	0.4525841342
679	0.4524466558
680	0.4521716094
681	0.4518101164
682	0.4517052458
683	0.4513701497
684	0.4510538657
685	0.4509036667
686	0.4505727212
687	0.450406905
688	0.4502197982
689	0.4500205979
690	0.4498540053
691	0.4495790485
692	0.4493767128
693	0.4489434349
694	0.448676839
695	0.4483775757
696	0.4481465737
697	0.4479345631
698	0.4477007543
699	0.4474518658
700	0.4473261227
701	0.4470463882
702	0.446790363
703	0.446484799
704	0.4461890891
705	0.4459903068
706	0.4457169326
707	0.4455673307
708	0.4454176095
709	0.445133366
710	0.4449495439
711	0.4446497131
712	0.4444659507
713	0.4443245905
714	0.4441169395
715	0.443832278
716	0.4435922283
717	0.4433937147
718	0.4430944514
719	0.4429343983
720	0.4426718635
721	0.4422642657
722	0.4420005067
723	0.4418307191
724	0.4416454935
725	0.4415447735
726	0.4412300722
727	0.4410398898
728	0.4407782209
729	0.440560298
730	0.4402987187
731	0.4399637719
732	0.4397944322
733	0.4395960082
734	0.4394014362
735	0.4392450859
736	0.4391376772
737	0.4389237854
738	0.4387072061
739	0.4384390575
740	0.4383249301
741	0.4381402122
742	0.4378663901
743	0.4376779396
744	0.437376138
745	0.4370996285
746	0.436917598
747	0.4367408827
748	0.4366158861
749	0.4364051595
750	0.436332628
751	0.4361711416
752	0.4358520508
753	0.4356751563
754	0.4354694165
755	0.4352066727
756	0.4350073529
757	0.4346665235
758	0.4343871772
759	0.4341442907
760	0.4338625257
761	0.433601454
762	0.4334729338
763	0.4332620281
764	0.4329625856
765	0.4327220581
766	0.4324885777
767	0.4322101272
768	0.4319755121
769	0.4316954193
770	0.4315711094
771	0.4313691619
772	0.4311537771
773	0.4309492316
774	0.4306691089
775	0.4304604726
776	0.4303535417
777	0.4300455888
778	0.4299042883
779	0.4296218663
780	0.4294361331
781	0.4291194908
782	0.4289944942
783	0.4289167371
784	0.4287334524
785	0.4284855195
786	0.4283480112
787	0.4282050385
788	0.4280008215
789	0.4278746006
790	0.4276549158
791	0.4273721057
792	0.4272267441
793	0.4270036253
794	0.4266955531
795	0.4264230747
796	0.4260980714
797	0.4257546442
798	0.4255076668
799	0.4253709648
800	0.4252145547
801	0.4249806264
802	0.4246139974
803	0.4243637652
804	0.4241651322
805	0.4238440109
806	0.423671924
807	0.4233365889
808	0.4230649168
809	0.4229331716
810	0.4227060516
811	0.4224865758
812	0.4221905076
813	0.4220512972
814	0.4216633179
815	0.4212804149
816	0.4209506638
817	0.4207263805
818	0.4205220441
819	0.4203782352
820	0.4201234343
821	0.4199815067
822	0.4197409792
823	0.4195020941
824	0.4193210788
825	0.4192303622
826	0.4189969117
827	0.4188032953
828	0.4185162748
829	0.4183443073
830	0.4182051567
831	0.4179198084
832	0.4177488562
833	0.4175953128
834	0.4174237335
835	0.4172477648
836	0.4170408006
837	0.4168989924
838	0.416703017
839	0.4163249216
840	0.4160894405
841	0.4158974366
842	0.4157309038
843	0.4155126225
844	0.4152989994
845	0.4151003963
846	0.4147706452
847	0.4146934853
848	0.4146219093
849	0.4144251277
850	0.4142620885
851	0.4140614847
852	0.4138265412
853	0.41367252
854	0.4134632267
855	0.4132897663
856	0.4130628851
857	0.4128386615
858	0.4126256655
859	0.412488635
860	0.4123051414
861	0.4121160638
862	0.4119511434
863	0.4117145874
864	0.4115315118
865	0.4112211701
866	0.4110310176
867	0.410915636
868	0.4106714656
869	0.4105765684
870	0.4103930449
871	0.4102447271
872	0.4100464524
873	0.4097224943
874	0.4095648898
875	0.4094298898
876	0.4092900823
877	0.4091102914
878	0.4089649895
879	0.4087367944
880	0.4083625808
881	0.4081331317
882	0.4079973553
883	0.4076864761
884	0.4073906766
885	0.4071668412
886	0.4069188784
887	0.406645982
888	0.406476702
889	0.4063703683
890	0.4061595222
891	0.4060608328
892	0.4058779364
893	0.4056475914
894	0.40540575
895	0.4051830792
896	0.4050077972
897	0.4048277077
898	0.4046844363
899	0.4043839486
900	0.404192094
901	0.40393583
902	0.403814118
903	0.4036720112
904	0.4035148247
905	0.4032513941
906	0.403058584
907	0.4028603391
908	0.402625515
909	0.4023239225
910	0.4021125689
911	0.4019122936
912	0.4017202896
913	0.4015225823
914	0.401351003
915	0.4011910694
916	0.4008492546
917	0.4007264975
918	0.400523475
919	0.4003879973
920	0.400240844
921	0.3999738301
922	0.3997741819
923	0.3996273272
924	0.3994704095
925	0.3993463386
926	0.3989011164
927	0.3986525564
928	0.3985432664
929	0.3983401543
930	0.3981060469
931	0.3977456886
932	0.3975391127
933	0.3973093649
934	0.3971052972
935	0.396835357
936	0.3966560438
937	0.3964674142
938	0.3962366511
939	0.3959437182
940	0.3957741694
941	0.3955407787
942	0.39527478
943	0.3950930482
944	0.3948716613
945	0.3946451982
946	0.3945317875
947	0.39437911
948	0.3942368838
949	0.3940222753
950	0.3938548467
951	0.3935274546
952	0.3932905104
953	0.3931786524
954	0.3929313167
955	0.392607687
956	0.3924248205
957	0.3922436559
958	0.3919669672
959	0.3917191537
960	0.3916049368
961	0.3913930158
962	0.3912487889
963	0.3911259422
964	0.3909702488
965	0.3907638819
966	0.3905253849
967	0.3902621633
968	0.3900873591
969	0.3897519046
970	0.3894414435
971	0.3891967654
972	0.3889232419
973	0.388721802
974	0.3885944762
975	0.3884091013
976	0.3881792341
977	0.3880181658
978	0.387868564
979	0.3875800504
980	0.3874249244
981	0.3872782489
982	0.3870818256
983	0.386929805
984	0.3866765868
985	0.3865345994
986	0.3864018987
987	0.3862309167
988	0.3860765073
989	0.3858095531
990	0.3855618889
991	0.3853318425
992	0.3850596329
993	0.3848634186
994	0.3846833888
995	0.3845251871
996	0.3843641785
997	0.3841045701
998	0.3839255854
999	0.3837617102
